init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
2003-dec27,ens1,200401,-0.96479,-1.09046,-0.00960,-0.04196,-1.70912,0.86731,0.02240,-0.17680,0.71003,-0.44670
2003-jan16,ens1,200302,-0.80676,-1.51928,1.16166,0.44350,-1.02359,0.61112,0.09006,-1.32291,-0.09860,-1.61303
2003-jan21,ens1,200302,-0.14750,-0.70065,-0.45700,-0.20340,-0.67398,-0.89094,-0.50222,-0.51455,-0.86530,-0.67585
2003-jan26,ens1,200302,0.98506,-0.31768,0.11572,-0.92649,-0.47424,0.92341,1.86039,-0.95340,1.32729,0.92362
2003-jan31,ens1,200302,0.08359,-0.23978,1.02677,0.74913,-0.39029,0.27173,-0.19427,-0.42276,-0.04999,-0.05393
2003-feb10,ens1,200303,1.19334,-0.54478,1.06422,-1.27426,-0.17098,0.90440,0.50061,1.50248,-2.22539,-0.87580
2003-feb15,ens1,200303,1.44266,0.02866,-1.38259,0.34523,0.21433,0.20473,-0.48088,-2.14381,-1.10914,-0.30713
2003-feb20,ens1,200303,-0.19000,0.26907,0.56985,-0.67025,0.20530,-0.31455,0.32095,1.61019,0.19759,2.51555
2003-feb25,ens1,200303,-0.44768,0.09259,0.15688,0.02692,-0.26217,-1.40822,1.78606,-0.80678,0.85805,1.92510
2004-dec02,ens1,200501,-2.36253,0.14766,1.28831,0.48255,0.38321,0.33796,0.42170,0.23745,0.63804,0.24781
2004-dec07,ens1,200501,1.61960,-0.71245,-1.00941,1.35493,0.58900,1.61408,0.85407,0.11021,-0.70216,-0.09780
2004-dec12,ens1,200501,-1.16555,-0.72801,-0.42942,0.65622,-1.50244,-1.36278,1.23892,2.37894,-0.81000,1.14163
2004-dec17,ens1,200501,0.82696,0.50974,-0.81524,1.97486,-1.01499,-0.53126,-2.46374,-1.86171,-1.73705,0.15475
2004-dec22,ens1,200501,0.48896,1.68639,1.38692,-1.05122,-0.18927,-0.74369,-1.48940,-1.26905,-0.66783,0.71582
2004-dec27,ens1,200501,1.00153,0.46254,-0.36506,0.20649,0.91839,0.37215,-0.12811,3.07361,0.07452,-1.87651
2004-jan16,ens1,200402,-1.80152,1.03005,0.45579,-0.29218,-1.10770,-1.01212,-1.34655,0.06000,0.08851,0.23585
2004-jan21,ens1,200402,-2.30401,-1.08477,-1.13059,0.90656,-1.13155,0.39147,-0.71503,0.83981,2.73397,-1.13581
2004-jan26,ens1,200402,-1.77188,0.18457,0.94158,-0.08329,-0.15118,-0.94271,0.94811,0.78187,-0.09771,1.67841
2004-jan31,ens1,200402,-1.19666,0.40698,-1.10043,0.72971,1.07169,-1.15173,-1.32016,0.65444,0.81961,1.37432
2004-feb10,ens1,200403,-1.05058,-0.42860,0.52943,-0.80046,-1.71598,-1.23109,0.30324,-1.60120,-0.44538,1.93791
2004-feb15,ens1,200403,-1.53489,-1.21333,-0.06464,-0.01037,-0.96707,-1.49801,0.38546,-0.07100,1.90771,0.19054
2004-feb20,ens1,200403,-1.10193,-0.94576,-0.80914,0.61376,-1.02518,1.44996,-0.43502,-1.30428,1.41998,1.39288
2004-feb25,ens1,200403,-1.40176,1.77720,-0.24418,-0.16630,-0.50866,-1.72033,-0.37594,0.33132,0.62131,0.16527
2005-dec02,ens1,200601,0.90028,0.94408,0.56571,1.26463,-0.88987,-1.04526,-0.16049,2.37543,0.42768,-0.32055
2005-dec07,ens1,200601,-0.91594,0.95866,-0.41644,0.20088,-0.89150,-1.70303,-0.65318,0.57831,1.58007,-0.68355
