init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
2005-jun15,ens1,200507,0.84905,-0.00467,-0.63786,-0.06478,1.14755,0.28743,0.66374,0.19025,-0.07543,-1.03670
2005-jun20,ens1,200507,-0.38275,0.30229,-0.12247,-1.58542,1.04839,0.78117,-0.33226,-0.84423,1.56803,-1.07820
2005-jun25,ens1,200507,1.12778,1.18527,0.33221,-0.20159,1.01720,1.48207,1.03265,-0.00238,-0.62985,0.77148
2005-jun30,ens1,200507,0.24641,0.11299,-0.22578,-0.46019,1.27029,1.01350,0.50392,0.54181,-0.12606,-0.94835
2005-jul15,ens1,200508,0.37603,0.32711,0.26688,0.75069,0.32829,-0.34751,0.26298,0.00454,0.02220,0.07865
2005-jul20,ens1,200508,-0.76847,0.85460,-0.48575,-0.34238,0.07601,-0.79548,0.73919,0.78156,-0.68985,-0.64632
2005-jul25,ens1,200508,-0.57738,-0.56177,-1.28714,0.08005,0.20561,0.65225,0.50235,-0.55204,0.96364,0.57832
2005-jul30,ens1,200508,-0.77501,-1.01216,-0.92286,-0.51957,0.35067,0.26259,-0.21367,0.94153,-0.78526,-1.71083
2005-aug14,ens1,200509,-0.23943,-0.31426,-0.43189,1.59072,1.63620,1.16500,0.47280,0.94245,2.07405,-0.04174
2005-aug19,ens1,200509,0.34408,0.67593,-0.40415,0.57003,0.11108,0.42872,1.94443,-0.95710,-0.09170,0.36947
2005-aug24,ens1,200509,-1.27231,0.64121,1.31671,2.32753,0.53989,-0.69521,0.53880,0.96167,0.96157,0.33856
2005-aug29,ens1,200509,1.32939,0.01270,-0.35759,0.71288,1.62954,1.21255,-0.50734,-0.28219,-0.78424,-0.02041
2006-jun15,ens1,200607,0.63773,0.93232,1.20213,-0.05289,1.07733,-0.64676,-0.04204,-1.44740,0.90515,1.04896
2006-jun20,ens1,200607,-0.43875,1.96160,-0.47540,0.15648,0.74640,0.33605,0.08819,1.72288,0.05951,1.19680
2006-jun25,ens1,200607,-0.78512,-0.48040,-0.06502,-0.65748,-1.07980,-0.84857,0.18270,1.69171,-0.03072,0.47299
2006-jun30,ens1,200607,0.29981,-0.51878,-0.04688,-1.93652,0.47555,1.26145,0.06294,-0.15647,0.25515,0.73607
2006-jul15,ens1,200608,0.63140,-0.75606,0.06771,0.19393,-0.77171,0.41355,1.09413,-1.25544,0.59645,0.10145
2006-jul20,ens1,200608,0.00329,-0.28154,1.21120,-0.44998,-1.15795,-0.98455,0.19639,-1.75051,0.02251,-0.95842
2006-jul25,ens1,200608,0.45023,1.65146,1.07247,0.71998,1.22769,-0.12114,0.76961,-0.62837,-0.83689,-0.25752
